period,entity,invoice_id,vendor_name,invoice_date,due_date,amount_local,amount_usd,currency,status,description,bill_date,vendor,amount
2025-08,ENT102,AP050476,Amazon Corporation,2025-08-13,2025-09-12,28071.56,35650.88,GBP,Outstanding,Amazon - Professional Services,2025-08-13,Amazon Corporation,35650.88
2025-08,ENT101,AP050477,Google Corporation,2025-08-30,2025-09-29,47729.75,51548.13,EUR,Paid,Google - Professional Services,2025-08-30,Google Corporation,51548.13
2025-08,ENT100,AP050478,Express Consulting Group,2025-08-02,2025-09-01,30503.85,72371.63987211452,USD,Disputed,Oracle - Professional Services,2025-08-02,Express Consulting Group,72371.63987211452
2025-08,ENT102,AP050479,Microsoft Corporation,2025-08-28,2025-09-27,11914.51,75000,GBP,Disputed,Microsoft - Professional Services,2025-08-28,Microsoft Corporation,75000
2025-08,ENT102,AP050480,Oracle Corporation,2025-08-16,2025-09-15,24844.46,31552.47,GBP,Paid,Oracle - Professional Services,2025-08-16,Oracle Corporation,31552.47
2025-08,ENT101,AP050481,Microsoft Corporation,2025-08-07,2025-09-06,94030.18,101552.59,EUR,Disputed,Microsoft - Professional Services,2025-08-07,Microsoft Corporation,101552.59
2025-08,ENT100,AP050482,Cisco Corporation,2025-08-30,2025-09-29,28046.35,28046.35,USD,Disputed,Cisco - Professional Services,2025-08-30,Cisco Corporation,28046.35
2025-08,ENT102,AP050483,Oracle Corporation,2025-08-13,2025-09-12,91937.01,116760.01,GBP,Disputed,Oracle - Professional Services,2025-08-13,Oracle Corporation,116760.01
2025-08,ENT101,AP050484,Rapid Services Inc,2025-08-13,2025-09-12,49293.79,56082.041740035704,EUR,Disputed,SAP - Professional Services,2025-08-13,Rapid Services Inc,56082.041740035704
2025-08,ENT101,AP050485,SAP Corporation,2025-08-09,2025-09-08,39166.24,42299.54,EUR,Paid,SAP - Professional Services,2025-08-09,SAP Corporation,42299.54
2025-08,ENT101,AP050486,Google Corporation,2025-08-26,2025-09-25,98225.25,106083.27,EUR,Paid,Google - Professional Services,2025-08-26,Google Corporation,106083.27
2025-08,ENT101,AP050487,Oracle Corporation,2025-08-12,2025-09-11,34727.59,37505.8,EUR,Outstanding,Oracle - Professional Services,2025-08-12,Oracle Corporation,37505.8
2025-08,ENT102,AP050488,Oracle Corporation,2025-08-10,2025-09-23,18862.66,23955.58,GBP,Paid,Oracle - Professional Services,2025-08-10,Oracle Corporation,23955.58
2025-08,ENT102,AP050489,IBM Corporation,2025-08-10,2025-09-09,19479.08,24738.44,GBP,Paid,IBM - Professional Services,2025-08-10,IBM Corporation,24738.44
2025-08,ENT100,AP050490,IBM Corporation,2025-08-19,2025-09-18,84169.46,84169.46,USD,Paid,IBM - Professional Services,2025-08-19,IBM Corporation,84200.0
2025-08,ENT102,AP050491,Adobe Corporation,2025-08-09,2025-09-08,77519.26,98449.46,GBP,Paid,Adobe - Professional Services,2025-08-09,Adobe Corporation,98449.46
2025-08,ENT102,AP050492,Cisco Corporation,2025-08-15,2025-09-14,20982.2,26647.39,GBP,Paid,Cisco - Professional Services,2025-08-15,Cisco Corporation,26647.39
2025-08,ENT100,AP050493,Amazon Corporation,2025-08-24,2025-09-23,56921.9,56921.9,USD,Outstanding,Amazon - Professional Services,2025-08-24,Amazon Corporation,56921.9
2025-08,ENT102,AP050494,Microsoft Corporation,2025-08-17,2025-09-16,8213.26,10430.84,GBP,Outstanding,Microsoft - Professional Services,2025-08-17,Microsoft Corporation,10430.84
2025-08,ENT102,AP050495,Microsoft Corporation,2025-08-25,2025-09-24,5606.46,7120.21,GBP,Outstanding,Microsoft - Professional Services,2025-08-25,Microsoft Corporation,7120.21
2025-08,ENT102,AP050496,Oracle Corporation,2025-08-03,2025-09-02,72181.11,91670.01,GBP,Outstanding,Oracle - Professional Services,2025-08-03,Oracle Corporation,91670.01
2025-08,ENT100,AP050497,Cisco Corporation,2025-08-12,2025-09-11,10742.76,10742.76,USD,Disputed,Cisco - Professional Services,2025-08-12,Cisco Corporation,10742.76
2025-08,ENT102,AP050498,Cisco Corporation,2025-08-22,2025-09-21,51346.17,65209.63,GBP,Outstanding,Cisco - Professional Services,2025-08-22,Cisco Corporation,65200.0
2025-08,ENT102,AP050499,IBM Corporation,2025-08-01,2025-08-31,6588.98,8368.01,GBP,Disputed,IBM - Professional Services,2025-08-01,IBM Corporation,8368.01
2025-08,ENT100,AP216739,SAP Corporation,2025-08-15,2025-09-11,86903.16,50000,USD,Outstanding,SAP - Professional Services,2025-08-15,SAP Corporation,50000
2025-08,ENT101,AP334053,SAP Corporation,2025-08-29,2025-09-27,60909.89,65746.6337928525,EUR,Paid,SAP - Professional Services,2025-08-29,SAP Corporation,65746.6337928525
2025-08,ENT101,AP876646,Cisco Corporation,2025-08-08,2025-09-06,99654.69,107666.27795677049,EUR,Paid,Cisco - Professional Services,2025-08-08,Cisco Corporation,107666.27795677049
2025-08,ENT102,AP542417,Amazon Corporation,2025-08-28,2025-09-26,46559.89,59084.238267948174,GBP,Outstanding,Amazon - Professional Services,2025-08-28,Amazon Corporation,59084.238267948174
2025-08,ENT101,AP343962,Adobe Corporation,2025-08-24,2025-09-22,48105.8,51954.79552881034,EUR,Paid,Adobe - Professional Services,2025-08-24,Adobe Corporation,51954.79552881034
2025-08,ENT102,AP308496,Google Corporation,2025-08-27,2025-09-20,68693.32,100000,GBP,Disputed,Google - Professional Services,2025-08-27,Google Corporation,100000
2025-08,ENT100,AP539898,Adobe Corporation,2025-08-17,2025-09-11,92203.99,92176.03406220408,USD,Paid,Adobe - Professional Services,2025-08-17,Adobe Corporation,92176.03406220408
2025-08,ENT101,AP948749,Cisco Corporation,2025-08-10,2025-09-02,49650.99,53636.93003207929,EUR,Paid,Cisco - Professional Services,2025-08-10,Cisco Corporation,53636.93003207929
2025-08,ENT101,AP267414,Microsoft Corporation,2025-08-13,2025-09-09,95754.8,103435.00393949883,EUR,Outstanding,Microsoft - Professional Services,2025-08-13,Microsoft Corporation,103435.00393949883
2025-08,ENT101,AP263032,Cisco Corporation,2025-08-10,2025-09-02,49650.99,53571.53137621076,EUR,Paid,Cisco - Professional Services,2025-08-10,Cisco Corporation,53571.53137621076
2025-08,ENT100,AP207175,Google Corporation,2025-08-16,2025-09-14,20804.65,20759.274584338014,USD,Paid,Google - Professional Services,2025-08-16,Google Corporation,20759.274584338014
2025-08,ENT102,AP988662,SAP Corporation,2025-08-26,2025-09-22,33046.92,25000,GBP,Disputed,SAP - Professional Services,2025-08-26,SAP Corporation,25000
2025-08,ENT100,AP865179,IBM Corporation,2025-08-02,2025-08-31,54392.43,10000,USD,Disputed,IBM - Professional Services,2025-08-02,IBM Corporation,10000
2025-08,ENT101,AP182627,Cisco Corporation,2025-09-01,2025-09-24,57236.42,61820.544063127316,EUR,Disputed,Cisco - Professional Services,2025-09-01,Cisco Corporation,61820.544063127316
2025-08,ENT101,AP705397,SAP Corporation,2025-08-23,2025-09-15,28263.4,30493.698859025666,EUR,Disputed,SAP - Professional Services,2025-08-23,SAP Corporation,30493.698859025666
2025-08,ENT101,AP793384,Adobe Corporation,2025-08-25,2025-09-21,85561.45,92379.15982756515,EUR,Disputed,Adobe - Professional Services,2025-08-25,Adobe Corporation,92379.15982756515
2025-08,ENT101,AP996865,Amazon Corporation,2025-08-03,2025-09-01,29714.85,32073.279088636104,EUR,Paid,Amazon - Professional Services,2025-08-03,Amazon Corporation,32073.279088636104
2025-08,ENT101,AP391476,Adobe Corporation,2025-08-25,2025-09-17,94200.11,101731.46103023684,EUR,Outstanding,Adobe - Professional Services,2025-08-25,Adobe Corporation,101731.46103023684
2025-08,ENT101,AP270555,Amazon Corporation,2025-08-13,2025-09-10,86841.08,93787.01809671169,EUR,Paid,Amazon - Professional Services,2025-08-13,Amazon Corporation,93787.01809671169
2025-08,ENT102,AP835911,IBM Corporation,2025-08-21,2025-09-14,60131.29,10000,GBP,Disputed,IBM - Professional Services,2025-08-21,IBM Corporation,10000
2025-08,ENT101,AP738720,Microsoft Corporation,2025-09-02,2025-09-27,88662.38,95768.8678288197,EUR,Disputed,Microsoft - Professional Services,2025-09-02,Microsoft Corporation,95768.8678288197
2025-08,ENT102,AP271339,Cisco Corporation,2025-08-20,2025-09-16,68377.59,100000,GBP,Outstanding,Cisco - Professional Services,2025-08-20,Cisco Corporation,100000
2025-08,ENT101,AP817870,Adobe Corporation,2025-08-20,2025-09-12,99489.64,107431.23827344153,EUR,Disputed,Adobe - Professional Services,2025-08-20,Adobe Corporation,107431.23827344153
2025-08,ENT100,AP340174,Microsoft Corporation,2025-08-15,2025-09-07,98473.92,98506.10025940069,USD,Disputed,Microsoft - Professional Services,2025-08-15,Microsoft Corporation,98506.10025940069
2025-08,ENT100,AP520651,Google Corporation,2025-08-25,2025-09-22,78738.09,78714.86408759757,USD,Paid,Google - Professional Services,2025-08-25,Google Corporation,78714.86408759757
2025-08,ENT101,AP539589,Oracle Corporation,2025-08-25,2025-09-24,18037.31,42387.63,EUR,Paid,Oracle - Professional Services - Part 1,2025-08-25,Oracle Corporation,42387.63
2025-08,ENT101,AP789305,Oracle Corporation,2025-08-25,2025-09-24,18037.31,57612.37,EUR,Paid,Oracle - Professional Services - Part 2,2025-08-25,Oracle Corporation,57612.37
2025-08,ENT100,AP350280,Google Corporation,2025-08-23,2025-09-22,78738.09,26838.02,USD,Paid,Google - Professional Services - Part 1,2025-08-23,Google Corporation,26838.02
2025-08,ENT100,AP378517,Google Corporation,2025-08-23,2025-09-22,78738.09,23004.1,USD,Paid,Google - Professional Services - Part 2,2025-08-23,Google Corporation,23004.1
2025-08,ENT100,AP515011,Google Corporation,2025-08-23,2025-09-22,78738.09,28895.97,USD,Paid,Google - Professional Services - Part 3,2025-08-23,Google Corporation,28895.97
2025-08,ENT100,AP176066,Microsoft Corporation,2025-08-06,2025-09-05,80299.71,31432.91,USD,Disputed,Microsoft - Professional Services - Part 1,2025-08-06,Microsoft Corporation,31432.91
2025-08,ENT100,AP109767,Microsoft Corporation,2025-08-06,2025-09-05,80299.71,23739.67,USD,Disputed,Microsoft - Professional Services - Part 2,2025-08-06,Microsoft Corporation,23739.67
2025-08,ENT100,AP580547,Microsoft Corporation,2025-08-06,2025-09-05,80299.71,25127.13,USD,Disputed,Microsoft - Professional Services - Part 3,2025-08-06,Microsoft Corporation,25127.13
2025-08,ENT101,AP238890,IBM Corporation,2025-08-18,2025-09-17,76013.99,32934.66,EUR,Disputed,IBM - Professional Services - Part 1,2025-08-18,IBM Corporation,32934.66
2025-08,ENT101,AP465962,IBM Corporation,2025-08-18,2025-09-17,76013.99,49160.45,EUR,Disputed,IBM - Professional Services - Part 2,2025-08-18,IBM Corporation,49160.45
2025-08,ENT100,AP265409,Amazon Corporation,2025-08-05,2025-09-04,26969.84,10084.17,USD,Disputed,Amazon - Professional Services - Part 1,2025-08-05,Amazon Corporation,10084.17
2025-08,ENT100,AP559469,Amazon Corporation,2025-08-05,2025-09-04,26969.84,16885.67,USD,Disputed,Amazon - Professional Services - Part 2,2025-08-05,Amazon Corporation,16885.67
2025-08,ENT100,AP681542,SAP Corporation,2025-08-07,2025-09-06,84321.49,36550.17,USD,Disputed,SAP - Professional Services - Part 1,2025-08-07,SAP Corporation,36550.17
2025-08,ENT100,AP413921,SAP Corporation,2025-08-07,2025-09-06,84321.49,47749.83,USD,Disputed,SAP - Professional Services - Part 2,2025-08-07,SAP Corporation,47749.83
2025-08,ENT100,AP212235,IBM Corporation,2025-08-16,2025-09-15,57741.74,20376.67,USD,Outstanding,IBM - Professional Services - Part 1,2025-08-16,IBM Corporation,20376.67
2025-08,ENT100,AP878480,IBM Corporation,2025-08-16,2025-09-15,57741.74,37365.07,USD,Outstanding,IBM - Professional Services - Part 2,2025-08-16,IBM Corporation,37365.07
2025-08,ENT101,AP459536,Cisco Corporation,2025-08-28,2025-09-27,19116.56,7357.19,EUR,Disputed,Cisco - Professional Services - Part 1,2025-08-28,Cisco Corporation,7357.19
2025-08,ENT101,AP313487,Cisco Corporation,2025-08-28,2025-09-27,19116.56,4546.41,EUR,Disputed,Cisco - Professional Services - Part 2,2025-08-28,Cisco Corporation,4546.41
2025-08,ENT101,AP820892,Cisco Corporation,2025-08-28,2025-09-27,19116.56,8742.29,EUR,Disputed,Cisco - Professional Services - Part 3,2025-08-28,Cisco Corporation,8742.29
2025-08,ENT101,AP153266,SAP Corporation,2025-08-19,2025-09-18,10336.35,3909.64,EUR,Disputed,SAP - Professional Services - Part 1,2025-08-19,SAP Corporation,3909.64
2025-08,ENT101,AP196781,SAP Corporation,2025-08-19,2025-09-18,10336.35,3493.57,EUR,Disputed,SAP - Professional Services - Part 2,2025-08-19,SAP Corporation,3493.57
2025-08,ENT101,AP765095,SAP Corporation,2025-08-19,2025-09-18,10336.35,3760.04,EUR,Disputed,SAP - Professional Services - Part 3,2025-08-19,SAP Corporation,3760.04
